,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,bruto_bpm,inrichting,aantal_zitplaatsen,eerste_kleur,tweede_kleur,aantal_cilinders,cilinderinhoud,massa_ledig_voertuig,toegestane_maximum_massa_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,catalogusprijs,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,type,typegoedkeuringsnummer,variant,uitvoering,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,aantal_rolstoelplaatsen,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,vervaldatum_apk_dt,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,zuinigheidsclassificatie,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,maximum_ondersteunende_snelheid,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,laadvermogen,aanhangwagen_autonoom_geremd,aanhangwagen_middenas_geremd,maximale_constructiesnelheid,hoogte_voertuig,type_gasinstallatie,oplegger_geremd,vervaldatum_tachograaf,vervaldatum_tachograaf_dt,europese_voertuigcategorie_toevoeging,europese_uitvoeringcategorie_toevoeging,aerodyn_voorz,massa_alt_aandr,verl_cab_ind,verticale_belasting_koppelpunt_getrokken_voertuig,gem_lading_wrde
114,7ZKP49,Personenauto,VOLVO,V70,20250514,20150113,5639,stationwagen,5,GRIJS,Niet geregistreerd,5,1984,1571,2300,1671,20140514,20150113,Geen verstrekking in Open Data,51665,Ja,4,4,0,0,481,0,M1,onder r. voorzitting,2300,B,e9*2001/116*0065*25,BW31,BW31A1??,0,0.06,282,Nee,Nee,Nee,3900,0,2024,Geen oordeel,05,Ja,2025-05-14T00:00:00.000,2015-01-13T00:00:00.000,2014-05-14T00:00:00.000,2015-01-13T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,750,1600,,,0,,,,,,,,,,,,,,,,
115,7ZKP50,Personenauto,VOLKSWAGEN,UP,20241125,20240131,735,hatchback,4,GRIJS,Niet geregistreerd,3,999,840,1290,940,20141125,20150220,Geen verstrekking in Open Data,11752,Ja,5,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Geen oordeel,05,Ja,2024-11-25T00:00:00.000,2024-01-31T00:00:00.000,2014-11-25T00:00:00.000,2015-02-20T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,0,,,,,,,,,,,,,,,,
116,7ZKP53,Personenauto,MERCEDES-BENZ,CLA 180,20250517,20230601,4375,sedan,5,ZWART,Niet geregistreerd,4,1595,1295,1920,1395,20130517,20141230,Geen verstrekking in Open Data,39815,Ja,4,4,0,0,0,0,M1,by dwarsbalk r. voorzitting,1920,117,e1*2007/46*1007*01,234GQ2,HZAAB503,0,0.06,270,Nee,Nee,Nee,3120,0,2024,Geen oordeel,05,Ja,2025-05-17T00:00:00.000,2023-06-01T00:00:00.000,2013-05-17T00:00:00.000,2014-12-30T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,695,1200,,,0,,,,,,,,,,,,,,,,
117,7ZKP54,Personenauto,NISSAN,NISSAN X-TRAIL,20221230,20141230,9623,stationwagen,5,ZWART,Niet geregistreerd,4,2184,1490,2050,1590,20060116,20141230,Geen verstrekking in Open Data,,Nee,4,4,,,,,M1,by r. voorzitting,2050,,,,,,0.06,263,Nee,Nee,Nee,,,2022,Geen oordeel,05,Ja,2022-12-30T00:00:00.000,2014-12-30T00:00:00.000,2006-01-16T00:00:00.000,2014-12-30T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,750,2000,,,0,,,,,,,,,,,,,,,,
118,7ZKP56,Personenauto,TOYOTA,YARIS,20250327,20240212,3473,hatchback,5,WIT,Niet geregistreerd,4,1329,1000,1470,1100,20130327,20150210,Geen verstrekking in Open Data,21345,Ja,4,4,,,,,M1,r. bodemplaat by voorzitting,1470,,,,,,0.07,251,Nee,Nee,Nee,2370,,2024,Geen oordeel,05,Ja,2025-03-27T00:00:00.000,2024-02-12T00:00:00.000,2013-03-27T00:00:00.000,2015-02-10T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,550,900,,,0,,,,,,,,,,,,,,,,
119,7ZKP46,Personenauto,PEUGEOT,2008,20250812,20190816,2177,stationwagen,5,GRIJS,Niet geregistreerd,3,1199,1020,1582,1120,20140730,20150120,Geen verstrekking in Open Data,21590,Ja,4,4,0,0,416,0,M1,r. schutbord,1582,C,e2*2007/46*0070*20,UHMZ,0,0,0.05,254,Nee,Nee,Nee,2362,0,2024,Geen oordeel,05,Ja,2025-08-12T00:00:00.000,2019-08-16T00:00:00.000,2014-07-30T00:00:00.000,2015-01-20T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,560,1100,,,0,,,,,,,,,,,,,,,,
120,7ZKP51,Personenauto,MERCEDES-BENZ,CLK 200 KOMPRESSOR,20250728,20230803,13799,coupe,4,GRIJS,Niet geregistreerd,4,1796,1440,2010,1540,20021008,20150106,Geen verstrekking in Open Data,,Ja,2,4,,,,,M1,r. dwarsbalk by voorzitting,2010,,,,,,0.08,272,Nee,Nee,Nee,,,2024,Geen oordeel,05,Ja,2025-07-28T00:00:00.000,2023-08-03T00:00:00.000,2002-10-08T00:00:00.000,2015-01-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,750,1500,,,0,,,,,,,,,,,,,,,,
121,7ZKP57,Personenauto,VOLKSWAGEN,UP,20240831,20221112,735,hatchback,4,WIT,Niet geregistreerd,3,999,840,1290,940,20141202,20150212,Geen verstrekking in Open Data,11315,Ja,5,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2024-08-31T00:00:00.000,2022-11-12T00:00:00.000,2014-12-02T00:00:00.000,2015-02-12T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,0,,,,,,,,,,,,,,,,
122,7ZKP59,Personenauto,NISSAN,NISSAN QASHQAI,20250121,20150123,4888,MPV,5,GRIJS,Niet geregistreerd,4,1598,1210,1830,1310,20110512,20150123,Geen verstrekking in Open Data,27860,Ja,4,4,0,0,433,0,M1,r. op schutbord onder motorkap,1830,J10,e11*2001/116*0295*14,A,A03,0,0.07,263,Nee,Nee,Nee,3030,0,2024,Geen oordeel,05,Ja,2025-01-21T00:00:00.000,2015-01-23T00:00:00.000,2011-05-12T00:00:00.000,2015-01-23T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,655,1200,,,0,,,,,,,,,,,,,,,,
123,7ZKP60,Personenauto,SEAT,LEON,20241105,20190405,825,stationwagen,5,WIT,Niet geregistreerd,4,1197,1109,1720,1209,20131028,20141230,Geen verstrekking in Open Data,22179,Ja,4,4,0,0,426,0,M1,r. motorkap,1720,5F,e9*2007/46*0094*06,BCJZAX0,FM6SFM6AJ0097MJVL,0,0.06,262,Nee,Nee,Nee,3020,0,2023,Geen oordeel,05,Ja,2024-11-05T00:00:00.000,2019-04-05T00:00:00.000,2013-10-28T00:00:00.000,2014-12-30T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,600,1300,,,0,,,,,,,,,,,,,,,,
124,7ZKP65,Personenauto,SEAT,IBIZA,20250821,20230824,920,MPV,5,ZWART,Niet geregistreerd,4,1197,990,1570,1090,20130701,20151004,Geen verstrekking in Open Data,17885,Ja,4,4,0,0,0,0,M1,r. schroefveerkoker,1570,6J,e9*2001/116*0067*24,SCCBZAX0,SGNFM52T1067MJGI,0,0.06,247,Nee,Nee,Nee,2570,0,2024,Geen oordeel,05,Ja,2025-08-21T00:00:00.000,2023-08-24T00:00:00.000,2013-07-01T00:00:00.000,2015-10-04T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,540,1000,,,0,,,,,,,,,,,,,,,,
125,7ZKP63,Personenauto,VOLKSWAGEN,UP,20241202,20150214,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20141202,20150214,Geen verstrekking in Open Data,11752,Ja,5,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2024-12-02T00:00:00.000,2015-02-14T00:00:00.000,2014-12-02T00:00:00.000,2015-02-14T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,0,,,,,,,,,,,,,,,,
126,7ZKP66,Personenauto,MITSUBISHI,MITSUBISHI ASX,20250126,20150122,1382,stationwagen,5,BRUIN,Niet geregistreerd,4,1590,1245,1870,1345,20101001,20150122,Geen verstrekking in Open Data,23598,Ja,4,4,0,0,430,0,M1,by schutbord,1870,GA0,e1*2007/46*0368*01,GA211,ACBBA5A5AAAA,0,0.06,267,Nee,Nee,Nee,3025,0,2024,Geen oordeel,05,Ja,2025-01-26T00:00:00.000,2015-01-22T00:00:00.000,2010-10-01T00:00:00.000,2015-01-22T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,670,1100,,,0,,,,,,,,,,,,,,,,
127,7ZKP67,Personenauto,VOLKSWAGEN,POLO,20250522,20200414,2271,hatchback,5,GRIJS,Niet geregistreerd,3,1198,967,1550,1067,20100311,20150210,Geen verstrekking in Open Data,15414,Ja,4,4,0,0,0,0,M1,r. motorruimte,1550,6R,e1*2001/116*0510*04,ABCGPA,FM5FM52T111LLNVR07MG,0,0.05,246,Nee,Nee,Nee,2385,0,2024,Geen oordeel,05,Ja,2025-05-22T00:00:00.000,2020-04-14T00:00:00.000,2010-03-11T00:00:00.000,2015-02-10T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,530,800,,,0,,,,,,,,,,,,,,,,
128,7XGD10,Personenauto,PEUGEOT,208,20250801,20181107,1680,hatchback,5,BLAUW,Niet geregistreerd,3,1199,950,1530,1050,20140724,20140724,Geen verstrekking in Open Data,18140,Ja,4,4,0,0,396,0,M1,r. schutbord,1530,C,e2*2007/46*0070*11,CHMZ,0,0,0.06,254,Nee,Nee,Nee,2350,0,2024,Logisch,00,Ja,2025-08-01T00:00:00.000,2018-11-07T00:00:00.000,2014-07-24T00:00:00.000,2014-07-24T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,520,1150,,,,,,,,,,,,,,,,,,,
129,7ZKP69,Personenauto,SKODA,OCTAVIA,20250105,20190301,1093,stationwagen,5,ZWART,Niet geregistreerd,4,1598,1180,1815,1280,20141201,20141231,Geen verstrekking in Open Data,29759,Ja,4,4,0,0,0,0,M1,r. motorruimte,1815,5E,e11*2007/46*0243*11,ACCRKBX0,GFM6FM62S030V2VL7,0,0.06,267,Nee,Nee,Nee,2815,0,2024,Logisch,00,Ja,2025-01-05T00:00:00.000,2019-03-01T00:00:00.000,2014-12-01T00:00:00.000,2014-12-31T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,640,1000,,,0,,,,,,,,,,,,,,,,
130,7ZKP61,Personenauto,TOYOTA,TOYOTA AYGO,20250622,20150102,,hatchback,4,ORANJE,Niet geregistreerd,3,998,805,1190,905,20120926,20150102,Geen verstrekking in Open Data,10255,Ja,4,4,0,0,343,0,M1,r. op bodemplaat by voorzitting,1190,AB1,e11*2001/116*0236*09,KGB10(H),KGB10L-AHMGKW(1K),0,0.06,234,Nee,Nee,Nee,0,0,2024,Geen oordeel,05,Ja,2025-06-22T00:00:00.000,2015-01-02T00:00:00.000,2012-09-26T00:00:00.000,2015-01-02T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
131,GF909V,Personenauto,OPEL,ZAFIRA TOURER,20250701,20200704,6407,MPV,7,ZWART,Niet geregistreerd,4,1364,1513,2320,1613,20150512,20150512,Geen verstrekking in Open Data,31243,Ja,5,4,0,0,466,0,M1,r. voorzitting,2320,P-J/SW,e4*2007/46*0204*18,EADLC12,BA2N4JAPA7,0,0.06,276,Nee,Nee,Nee,3655,0,2024,Logisch,00,Ja,2025-07-01T00:00:00.000,2020-07-04T00:00:00.000,2015-05-12T00:00:00.000,2015-05-12T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,750,1300,,,,,,,,,,,,,,,,,,,
132,7ZKP73,Personenauto,FIAT,FIAT PUNTO,20240710,20240426,581,MPV,5,GRIJS,Niet geregistreerd,4,1242,1005,1590,1105,20130704,20150703,Geen verstrekking in Open Data,16832,Ja,4,4,0,0,407,0,M1,r. op bodemplaat by voorzitting,1590,199,e3*2001/116*0217*24,BXZ1A,51F,0,0.05,251,Nee,Nee,Nee,1990,0,2024,Geen oordeel,05,Ja,2024-07-10T00:00:00.000,2024-04-26T00:00:00.000,2013-07-04T00:00:00.000,2015-07-03T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,400,500,,,0,,,,,,,,,,,,,,,,
133,7ZKP74,Personenauto,FORD,FOCUS,20250201,20150109,8745,hatchback,4,ORANJE,Niet geregistreerd,5,2521,1337,1890,1437,20080226,20150109,Geen verstrekking in Open Data,,Ja,4,4,0,0,0,0,M1,op bodemplaat by r. voorzitting,1890,,e13*2001/116*0144*10,HYDA15,4HKDNZ,0,0.12,264,Nee,Nee,Nee,0,0,2024,Geen oordeel,05,Ja,2025-02-01T00:00:00.000,2015-01-09T00:00:00.000,2008-02-26T00:00:00.000,2015-01-09T00:00:00.000,E,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
134,7ZKP75,Personenauto,FORD,MUSTANG GT,20250325,20190325,9082,cabriolet,4,GRIJS,Niet geregistreerd,8,4606,1559,2064,1659,20060701,20150105,Geen verstrekking in Open Data,,Ja,2,4,,,,,M1,r. kofferruimte,2064,,,,,,0.14,272,Nee,Nee,Nee,,,2024,Geen oordeel,05,Ja,2025-03-25T00:00:00.000,2019-03-25T00:00:00.000,2006-07-01T00:00:00.000,2015-01-05T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
135,7ZKP76,Personenauto,FIAT,FIAT PUNTO,20240914,20230918,521,MPV,5,GRIJS,Niet geregistreerd,4,1242,1005,1590,1105,20130702,20150520,Geen verstrekking in Open Data,16222,Ja,4,4,0,0,407,0,M1,r. op bodemplaat by voorzitting,1590,199,e3*2001/116*0217*24,BXZ1A,51F,0,0.05,251,Nee,Nee,Nee,1990,0,2023,Geen oordeel,05,Ja,2024-09-14T00:00:00.000,2023-09-18T00:00:00.000,2013-07-02T00:00:00.000,2015-05-20T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,400,500,,,0,,,,,,,,,,,,,,,,
136,7ZKP77,Personenauto,NISSAN,NISSAN QASHQAI,20250412,20201222,3850,MPV,5,WIT,Niet geregistreerd,4,1197,1250,1860,1350,20140402,20150113,Geen verstrekking in Open Data,27350,Ja,4,4,0,0,438,0,M1,r. schutbord,1860,J11,e11*2007/46*0963*01,D,D01,0,0.06,265,Nee,Nee,Nee,3060,0,2024,Geen oordeel,05,Ja,2025-04-12T00:00:00.000,2020-12-22T00:00:00.000,2014-04-02T00:00:00.000,2015-01-13T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,675,1200,,,,,,,,,,,,,,,,,,,
137,44XHGT,Personenauto,KIA,SPORTAGE,20250830,20180331,6585,MPV,5,BRUIN,Niet geregistreerd,4,1975,1442,2050,1542,20070609,20070609,Geen verstrekking in Open Data,,Ja,4,4,0,0,435,0,M1,r. op bodemplaat by voorzitting,2050,JE,e4*2001/116*0089*05,M111B,5121A,0,0.07,263,Nee,Nee,Nee,3450,0,2024,Logisch,00,Ja,2025-08-30T00:00:00.000,2018-03-31T00:00:00.000,2007-06-09T00:00:00.000,2007-06-09T00:00:00.000,D,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,500,1400,,,,,,,,,,,,,,,,,,,
138,7ZKP79,Personenauto,MERCEDES-BENZ,A 180,20241220,20150106,3826,stationwagen,5,ZWART,Niet geregistreerd,4,1595,1295,1920,1395,20121220,20150106,Geen verstrekking in Open Data,35840,Ja,5,4,0,0,0,0,M1,by dwarsbalk r. voorzitting,1920,176,e1*2007/46*0928*02,124GP2,OZAAB500,0,0.06,270,Nee,Nee,Nee,3120,0,2023,Geen oordeel,05,Ja,2024-12-20T00:00:00.000,2015-01-06T00:00:00.000,2012-12-20T00:00:00.000,2015-01-06T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,695,1200,,,0,,,,,,,,,,,,,,,,
139,7ZKP81,Personenauto,SKODA,OCTAVIA,20241112,20191022,1093,stationwagen,5,GRIJS,Niet geregistreerd,4,1598,1180,1815,1280,20141112,20141231,Geen verstrekking in Open Data,29759,Ja,4,4,0,0,0,0,M1,r. motorruimte,1815,5E,e11*2007/46*0243*10,ACCRKBX0,GFM6FM62S030V2VL7,0,0.06,267,Nee,Nee,Nee,2815,0,2024,Geen oordeel,05,Ja,2024-11-12T00:00:00.000,2019-10-22T00:00:00.000,2014-11-12T00:00:00.000,2014-12-31T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,640,1000,,,0,,,,,,,,,,,,,,,,
140,44XVP5,Personenauto,VOLKSWAGEN,UP,20250910,20160702,,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20120823,20120823,Geen verstrekking in Open Data,11440,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*05,ABCHYB,FM5FM5CF0047MGVR2N1FA1VW,0,0.06,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-09-10T00:00:00.000,2016-07-02T00:00:00.000,2012-08-23T00:00:00.000,2012-08-23T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
141,7ZKP83,Personenauto,SEAT,MII,20250314,20150331,1250,hatchback,4,ZWART,Niet geregistreerd,3,999,829,1290,929,20130314,20141230,Geen verstrekking in Open Data,11401,Ja,2,4,0,0,356,0,M1,r. motorruimte,1290,AA,e13*2007/46*1168*04,ABCHYA,FM5FM5CF0037MGVR0N1FA1SE,0,0.05,241,Nee,Nee,Nee,0,0,2024,Geen oordeel,05,Ja,2025-03-14T00:00:00.000,2015-03-31T00:00:00.000,2013-03-14T00:00:00.000,2014-12-30T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,0,,,,,,,,,,,,,,,,
142,7ZKP84,Personenauto,SUZUKI,SX4,20250318,20240318,1601,hatchback,5,ZWART,Niet geregistreerd,4,1586,1120,1650,1220,20090224,20150110,Geen verstrekking in Open Data,20543,Ja,4,4,0,0,0,0,M1,midden tegen schutbord onder motorkap,1650,EY,e4*2001/116*0105*04,A21S,AT,0,0.06,250,Nee,Nee,Nee,2850,0,2024,Geen oordeel,05,Ja,2025-03-18T00:00:00.000,2024-03-18T00:00:00.000,2009-02-24T00:00:00.000,2015-01-10T00:00:00.000,D,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,400,1200,,,0,,,,,,,,,,,,,,,,
143,7XGF35,Personenauto,SEAT,IBIZA ST,20250831,20220902,2625,stationwagen,5,GRIJS,Niet geregistreerd,4,1197,1050,1605,1150,20140718,20140718,Geen verstrekking in Open Data,18220,Ja,4,4,0,0,424,0,M1,r. schroefveerkoker,1605,6J,e9*2001/116*0067*29,SECBZAX0,SGSFM52T1067MJGI,0,0.05,247,Nee,Nee,Nee,2605,0,2024,Logisch,00,Ja,2025-08-31T00:00:00.000,2022-09-02T00:00:00.000,2014-07-18T00:00:00.000,2014-07-18T00:00:00.000,B,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,570,1000,,,,,,,,,,,,,,,,,,,
