,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,bruto_bpm,inrichting,aantal_zitplaatsen,eerste_kleur,tweede_kleur,aantal_cilinders,cilinderinhoud,massa_ledig_voertuig,toegestane_maximum_massa_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,catalogusprijs,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,type,typegoedkeuringsnummer,variant,uitvoering,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,aantal_rolstoelplaatsen,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,vervaldatum_apk_dt,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,zuinigheidsclassificatie,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,maximum_ondersteunende_snelheid,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,laadvermogen,aanhangwagen_autonoom_geremd,aanhangwagen_middenas_geremd,maximale_constructiesnelheid,hoogte_voertuig,type_gasinstallatie,oplegger_geremd,vervaldatum_tachograaf,vervaldatum_tachograaf_dt,europese_voertuigcategorie_toevoeging,europese_uitvoeringcategorie_toevoeging,aerodyn_voorz,massa_alt_aandr,verl_cab_ind,verticale_belasting_koppelpunt_getrokken_voertuig,gem_lading_wrde
0,7ZKN16,Personenauto,VOLKSWAGEN,UP,20250129,20160722,735,hatchback,4,GRIJS,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*11,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2025-01-29T00:00:00.000,2016-07-22T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
1,7ZKN17,Personenauto,VOLKSWAGEN,UP,20250113,20201026,735,hatchback,4,BLAUW,Niet geregistreerd,3,999,840,1290,940,20150113,20150113,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*11,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-13T00:00:00.000,2020-10-26T00:00:00.000,2015-01-13T00:00:00.000,2015-01-13T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
2,7ZKN18,Personenauto,VOLKSWAGEN,UP,20250119,20170131,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150119,20150119,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*11,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2025-01-19T00:00:00.000,2017-01-31T00:00:00.000,2015-01-19T00:00:00.000,2015-01-19T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
3,7ZKN19,Personenauto,VOLKSWAGEN,UP,20250127,20150127,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150127,20150127,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*11,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-27T00:00:00.000,2015-01-27T00:00:00.000,2015-01-27T00:00:00.000,2015-01-27T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
4,7ZKN20,Personenauto,VOLKSWAGEN,UP,20250120,20160623,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*11,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-20T00:00:00.000,2016-06-23T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
5,7ZKN21,Personenauto,VOLKSWAGEN,UP,20250320,20190323,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*11,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-03-20T00:00:00.000,2019-03-23T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,,,,,,,,,,,,,,,,,,
6,7ZKN22,Personenauto,VOLKSWAGEN,UP,20250129,20160722,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-29T00:00:00.000,2016-07-22T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
7,99NFX5,Personenauto,VOLKSWAGEN,POLO,20250731,20240424,,hatchback,5,ZWART,Niet geregistreerd,3,1199,1050,1590,1150,20100827,20100827,Geen verstrekking in Open Data,,Ja,0,4,0,0,0,0,M1,r. motorruimte,1590,6R,e1*2001/116*0510*06,ABCFWA,FM5FM52R031LLEVR67MG,0,0.05,246,Nee,Nee,Nee,2410,0,2024,Logisch,00,Ja,2025-07-31T00:00:00.000,2024-04-24T00:00:00.000,2010-08-27T00:00:00.000,2010-08-27T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,570,800,,,,,,,,,,,,,,,,,,,
8,7ZKN24,Personenauto,VOLKSWAGEN,UP,20250707,20200713,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-07-07T00:00:00.000,2020-07-13T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
9,7ZKN23,Personenauto,VOLKSWAGEN,UP,20250306,20240712,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150123,20150123,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-03-06T00:00:00.000,2024-07-12T00:00:00.000,2015-01-23T00:00:00.000,2015-01-23T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
10,7ZKN30,Personenauto,VOLKSWAGEN,UP,20250724,20180724,735,hatchback,4,WIT,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11502,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-07-24T00:00:00.000,2018-07-24T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
11,7ZKN28,Personenauto,VOLKSWAGEN,UP,20250129,20170104,735,hatchback,4,GRIJS,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-29T00:00:00.000,2017-01-04T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
12,7ZKN29,Personenauto,VOLKSWAGEN,UP,20250129,20150410,735,hatchback,4,GRIJS,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-29T00:00:00.000,2015-04-10T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
13,7ZKN31,Personenauto,VOLKSWAGEN,UP,20250129,20190517,735,hatchback,4,WIT,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11502,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2025-01-29T00:00:00.000,2019-05-17T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
14,7ZKN33,Personenauto,VOLKSWAGEN,UP,20250129,20160721,735,hatchback,4,GRIJS,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-29T00:00:00.000,2016-07-21T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
15,7ZKN32,Personenauto,VOLKSWAGEN,UP,20250811,20230817,735,hatchback,4,WIT,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11502,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-08-11T00:00:00.000,2023-08-17T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
16,7XFX67,Personenauto,MERCEDES-BENZ,B 180,20250803,20231110,5166,stationwagen,5,GRIJS,Niet geregistreerd,4,1595,1325,1950,1425,20140718,20140718,Geen verstrekking in Open Data,34907,Ja,5,4,0,0,436,0,M1,r. bodemplaat by voorzitting,1950,245 G,e1*2001/116*0470*09,M24GP2,OZAAB500,0,0.06,270,Nee,Nee,Nee,3170,0,2024,Logisch,00,Ja,2025-08-03T00:00:00.000,2023-11-10T00:00:00.000,2014-07-18T00:00:00.000,2014-07-18T00:00:00.000,C,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,710,1200,,,,,,,,,,,,,,,,,,,
17,7ZKN36,Personenauto,VOLKSWAGEN,UP,20241015,20201016,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2024-10-15T00:00:00.000,2020-10-16T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
18,7ZKN37,Personenauto,VOLKSWAGEN,UP,20250205,20200228,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-02-05T00:00:00.000,2020-02-28T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
19,7ZKN27,Personenauto,VOLKSWAGEN,UP,20250726,20200620,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-07-26T00:00:00.000,2020-06-20T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
20,7ZKN43,Personenauto,VOLKSWAGEN,UP,20250815,20220820,735,hatchback,4,WIT,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11502,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-08-15T00:00:00.000,2022-08-20T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
21,7ZKN40,Personenauto,VOLKSWAGEN,UP,20241019,20240109,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150122,20150122,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2024-10-19T00:00:00.000,2024-01-09T00:00:00.000,2015-01-22T00:00:00.000,2015-01-22T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
22,7ZKN41,Personenauto,VOLKSWAGEN,UP,20250129,20220329,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-29T00:00:00.000,2022-03-29T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
23,7ZKN38,Personenauto,VOLKSWAGEN,UP,20250905,20230905,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150123,20150123,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Onlogisch,04,Ja,2025-09-05T00:00:00.000,2023-09-05T00:00:00.000,2015-01-23T00:00:00.000,2015-01-23T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
24,7ZKN44,Personenauto,VOLKSWAGEN,UP,20250129,20210129,735,hatchback,4,GRIJS,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11939,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-29T00:00:00.000,2021-01-29T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
25,7ZKN45,Personenauto,VOLKSWAGEN,UP,20250206,20200729,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11893,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-02-06T00:00:00.000,2020-07-29T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
26,7ZKN46,Personenauto,VOLKSWAGEN,UP,20241014,20220727,735,hatchback,4,GRIJS,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11893,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2023,Logisch,00,Ja,2024-10-14T00:00:00.000,2022-07-27T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
27,7ZKN47,Personenauto,VOLKSWAGEN,UP,20250206,20220106,735,hatchback,4,BLAUW,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11893,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-02-06T00:00:00.000,2022-01-06T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
28,7ZKN48,Personenauto,VOLKSWAGEN,UP,20250129,20160224,735,hatchback,4,WIT,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11456,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-01-29T00:00:00.000,2016-02-24T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
29,7ZKN49,Personenauto,VOLKSWAGEN,UP,20250221,20170105,735,hatchback,4,ZWART,Niet geregistreerd,3,999,840,1290,940,20150129,20150129,Geen verstrekking in Open Data,11893,Ja,0,4,0,0,0,0,M1,r. motorruimte,1290,AA,e13*2007/46*1167*12,ABCHYA,FM5FM5CF0097MJVR2N1SVW,0,0.05,241,Nee,Nee,Nee,0,0,2024,Logisch,00,Ja,2025-02-21T00:00:00.000,2017-01-05T00:00:00.000,2015-01-29T00:00:00.000,2015-01-29T00:00:00.000,A,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0.00,,,,,,,,,,,,,,,,,,,,,
