,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,inrichting,aantal_zitplaatsen,eerste_kleur,tweede_kleur,massa_ledig_voertuig,toegestane_maximum_massa_voertuig,massa_rijklaar,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,catalogusprijs,wam_verzekerd,maximale_constructiesnelheid,aantal_deuren,aantal_wielen,lengte,breedte,europese_voertuigcategorie,technische_max_massa_voertuig,type,typegoedkeuringsnummer,variant,uitvoering,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,vervaldatum_apk_dt,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,hoogte_voertuig,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse
0,X117LF,Personenauto,TESLA,MODEL X,20271218,20231218,MPV,6,ZWART,Niet geregistreerd,2439,2970,2539,750,2250,20231218,20231218,Geen verstrekking in Open Data,119490,Ja,262,5,4,506,200,M1,2970,004,e4*2018/858*00086*04,XB1T,B1T2S6M2C3,0,0.14,297,Nee,Nee,Nee,5220,2024,Logisch,00,Ja,2027-12-18T00:00:00.000,2023-12-18T00:00:00.000,2023-12-18T00:00:00.000,2023-12-18T00:00:00.000,168,20231211,2023-12-11T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json
